uid,day,hour,minute,C_motion,feed_water_motion,faucet_hole,vapour_pressure,vapour_enthalpy,vapour_pressure_at_division,vapour_motion,feed_water_enth,vapour_temperature,output_electricity_generation
15,Friday,9.0,4.0,374.462281765,2640.4412959971673,0.6521731981742316,25.408011628999997,2794.0700296729997,26.724044346999996,,1283.337597542,608.30590935,959.4942019869999
16,Saturday,1.0,50.0,357.449726755,2510.200260509983,0.6732321658334818,23.649639012999998,2767.012536984,24.953942513499996,2511.879975605,1272.093820998,605.9580668899999,921.0656621899999
17,Friday,19.0,34.0,366.11581425599996,2569.956192742273,0.6712250338798268,24.290180914999997,2780.5669947319993,25.622165568999996,2572.653579496,1277.7228574109997,605.960883314,940.3976546999999
18,Friday,11.0,37.0,359.58982484599994,2616.039029988672,0.6648245469961545,24.925682781999996,2784.3270200689994,26.2764967465,,1283.8545930209998,601.7240889479999,953.9862114389999
19,,18.0,29.0,362.93567838399997,2533.779769472157,0.6729802560469433,23.835304492999995,2783.6276632739996,25.149001377499996,2531.079576025,1271.5209827319998,604.3185189579999,924.4431964859999
20,Friday,19.0,52.0,357.97320348799997,2526.8276158336153,0.671394698076929,23.960911975,2793.9125757239995,25.2816879315,2526.148625,1274.9605768899999,602.1799815349999,927.5853457389999
21,,2.0,30.0,350.283332878,2468.612772243978,0.6774483399470759,23.225142940999998,,24.530673667499997,2470.754907621,1265.1410741969999,605.3628415549999,909.044109402
22,Saturday,5.0,39.0,365.409875775,2529.55528004391,,23.908781896999997,2800.264093284,25.218405712499997,2526.5296206149997,1269.710581139,,925.7723058879999
23,Saturday,0.0,12.0,358.974183446,2488.053454409145,0.6722111511000679,23.550299772999995,2780.9543844249997,,,1270.268145146,604.525803953,918.1048412949998
24,Friday,,38.0,350.91789085799996,,,24.786152390999998,2808.195531429,26.055779749999996,2521.350863031,1276.364200111,603.5132543899999,930.8670122919999
25,Friday,11.0,26.0,374.5785043899999,2653.6342132722743,0.6779845605905237,24.703926247,,,2654.111909449,1281.1640391549997,607.321152917,959.0895486579999
26,,19.0,45.0,,,0.6866800891565171,9.469677217,2779.1215092459997,9.981635163499998,1100.8641684039999,0.0,476.259741708,345.17681213699996
27,Friday,18.0,59.0,369.2596164529999,2579.6449691511298,,24.139340224999994,2781.5925231149995,25.495268798999994,2578.150281707,,602.915580732,941.0444863909999
28,Saturday,1.0,46.0,358.17592784199996,2511.304460222882,0.6787882538428529,23.478359904999998,2749.322663095,,2508.333220393,,605.694154521,919.28439437
29,Friday,,5.0,349.68902629099995,2408.1915337038135,0.6788051310114691,22.617945349999996,2791.7824253869994,23.889617251499995,2406.8749294589998,1258.0366869069999,604.943802197,882.7366019389999
30,Friday,,35.0,351.58005841899995,2487.0324637002172,0.6769721992370568,,2789.8400918149996,24.6441930735,2483.1635438609997,1265.944000321,605.34894499,909.1500171749999
31,Saturday,9.0,55.0,346.62428657199996,2419.2428635521155,0.6800048906818597,22.793419648999997,,24.078834779999998,2423.1734386859994,,604.881788713,878.5290099179999
32,Saturday,12.0,29.0,238.05861271899997,1606.9560128369687,0.6795989695422171,15.260314069,2901.6219443449995,,1603.3789992219997,1144.4060798169999,605.004592021,594.858215937
33,Friday,12.0,4.0,332.921405887,2406.685359469032,0.659584056104857,,,24.515207717,2406.2018940959997,1259.3182411809998,605.382492331,882.6467953249999
34,Friday,18.0,53.0,363.76102301199995,2582.395176058484,0.6723020763197955,24.279430174999998,,25.615260170499997,,1277.295306287,605.1921650569999,940.4274066889999
35,,4.0,44.0,353.192823242,2457.798632386598,0.6741349732848045,,2807.7513308129996,24.449146722,2455.763613303,1263.342768688,605.8653826689999,904.4493122399999
36,Saturday,7.0,30.0,,2717.8767751888595,0.6788189260754327,25.233011803999997,2758.169192302,26.655065436999998,2721.1674239749996,,605.213713509,977.5389573359998
37,Saturday,18.0,46.0,195.62373585999998,1371.8686282430679,0.6869320364590623,11.878655789,2799.1976705849997,12.538308783,,1073.2323161559998,487.21967716999995,437.12584517
38,,12.0,42.0,241.37145451799998,1622.774460809325,0.6796508785879893,15.403602213999998,2866.7099044939996,,1619.916271974,1147.336253063,,600.5549430009999
39,Saturday,6.0,43.0,378.2636296989999,2657.211400180123,,25.279526272,2773.6858169439997,26.647127506999997,2660.350563871,1284.57455126,,963.0698989929999
40,Saturday,5.0,29.0,355.8358907279999,2502.1934387752954,0.6618437561224709,23.99304908,,25.274159910999998,,1266.882071455,604.1670037719999,919.405177636
41,Friday,16.0,48.0,354.270325079,2474.487174240694,0.6757580550039229,23.281999740999996,,24.5797206655,2471.2786238139997,1265.356133041,604.8734016269999,908.9808712549999
42,Friday,12.0,,332.00138708599997,2400.662446105841,0.6572169566133221,23.361654315999996,2804.4972136609995,24.600641565499995,2399.754535178,1260.0535947999997,605.571045298,883.1206857439998
43,Saturday,13.0,29.0,229.718497209,1666.4321690282554,0.6575746670262894,16.162691544999998,2902.5429119839996,17.0194779755,1665.1933147849998,1152.3871979619998,595.1529214089999,605.799878745
44,Saturday,8.0,12.0,357.658511235,2602.4748141880914,0.658000246837233,25.037446433999996,2777.7766667859996,26.356193363499994,2601.024940514,1279.219103162,603.9885530209999,944.6835449129999
45,Friday,12.0,41.0,343.04531477099994,2403.503603978036,0.6580292262406924,23.186011849,2808.7212739389997,,2401.8071227149994,1257.3745264079998,604.090603256,879.4766683899999
46,Friday,21.0,0.0,361.89502977599994,2515.1852038482702,0.678988964670795,23.550691163999996,,24.871407060499997,2517.5844053359997,,605.8444460469999,921.833767614
47,Friday,9.0,37.0,369.73105854899995,2621.3093994503984,0.6596510970597745,25.048819795999997,2799.549063611,26.375448098999996,2617.4253575469997,1282.52770646,,955.0680602779998
48,Saturday,18.0,41.0,,1366.400547216929,0.686580671971602,11.854903059999998,,12.5075345395,1369.3290210599998,1078.943832967,,439.107052013
49,Friday,18.0,,,,0.6789356695144599,22.826657853999997,2805.751208393,24.110405318999998,2435.0678892539995,1263.3977556199998,607.0261415299999,894.9355653669999
50,Friday,,25.0,376.59301384199995,,0.6792575752976739,24.238873659,2794.1141065079996,25.612373286499995,2603.827789563,1281.262404422,604.4731564829999,950.50160589
51,,11.0,17.0,373.61936758599995,2613.025238630409,0.679103391219627,,2791.9802831849997,25.712050864499997,2612.999304916,,604.7115404959999,947.9026463319999
52,Saturday,14.0,26.0,234.25356070599997,,,15.332010694,2870.517190188,16.1959532735,1635.0981867219998,1149.218505435,586.9761203769999,595.927270508
53,Friday,18.0,7.0,349.971976603,2470.0310235639668,0.670610027900044,23.354477145999997,2795.279946567,24.629891786499996,2473.143279607,1266.404910771,605.1686577459999,904.0154575689999
54,Saturday,17.0,2.0,209.011955385,,0.6854299449671029,13.085980907999998,2836.1037125499993,13.824380069499998,1460.130180509,1101.463888525,533.0389137399999,494.591764281
55,Saturday,9.0,,344.097932178,2414.5645247786074,0.6787913155579152,22.628018412999996,,23.903985605499997,,1253.6466812869999,601.8246707909999,877.004247312
56,Saturday,9.0,43.0,343.98002551599996,2457.5368253204224,0.6815207298543243,23.105057975999998,2832.1137504659996,24.389300935999998,2458.8321077319997,1271.022071319,603.792042252,879.703666347
57,Friday,20.0,13.0,362.05398220699993,2509.23423000436,0.6793029286441339,23.549019493999996,2792.0885169149997,24.871743896999995,2512.666162006,1272.9666409459999,605.2800749979999,925.1882840629999
58,Friday,18.0,39.0,361.11786324999997,,0.6754682162404083,23.828587782999996,2783.2103992259995,25.152463836499997,2537.891312957,1273.39297085,604.320601186,929.1805099179999
59,Saturday,6.0,28.0,379.16733370199995,2649.1076284257188,0.6791324365572697,24.691322655999997,2776.322855397,26.0898312675,2652.6028338809997,,,962.8387385859999
60,Saturday,6.0,,374.630631303,2670.991225007762,0.6621027038742093,25.393486117999995,2778.9319773509997,26.760303569999998,2674.205224691,1283.5913910819997,604.8402213839998,965.0343928469999
61,Saturday,13.0,11.0,235.82616641199996,1631.6600276572071,0.679651643399714,15.434857437999998,2895.120320814,16.315457157999997,1631.8697415019997,1148.1824353999998,596.1624709989999,599.6692368299999
62,,14.0,30.0,347.158447261,2395.9546726590042,,,2790.79485253,23.749225499999998,2396.9577952319996,1256.608380027,604.8738299079998,880.2171040529998
63,Saturday,10.0,5.0,,2390.780246008539,0.6800087545688667,22.746629905999995,,24.022277779499998,2387.3248809409997,1267.002674938,603.3228047499999,878.378719395
64,,13.0,58.0,,,0.6796534551833856,15.535579058999998,2884.4127562,,1666.1398173419998,1149.2468537549998,592.3376157539999,601.9929601489999
65,Saturday,18.0,37.0,566.259401112,1412.4600074639793,0.6868408516250916,36.578819276999994,2827.3188919149998,38.598037978499995,4243.141123220999,,490.92224966399993,450.346357077
66,Friday,9.0,45.0,369.20932603299997,2602.3445576223157,,24.756748016,2802.076398939,26.102258181999996,2601.481695813,1281.894016403,604.7837163759999,953.8899144119998
67,Friday,9.0,15.0,367.28838845699994,,0.6545361491418057,25.163092955,2795.8607858729997,,2594.1210705409994,1283.5029237029999,602.763820814,954.2496333409999
68,Saturday,8.0,4.0,369.757443467,2642.3679381579177,0.6772726303832758,24.6309063,2763.2689177179996,26.016251260999997,2641.544667762,1280.1783134139998,605.299909323,952.561110925
69,,4.0,35.0,348.96034478499996,2444.017563739067,0.6678466677235354,,2805.8381384029994,24.609391306499997,2446.216233461,1263.127344479,604.9234784079999,904.3034900819999
70,Friday,22.0,46.0,360.40298703599996,,0.6791677955057311,23.769232486999996,2771.0362911409998,25.1058943135,2537.4973644019997,1275.1467979249996,,930.453115315
71,Friday,9.0,47.0,,2604.006236339989,0.6698012491458084,24.639996380999996,2791.0015246919997,25.995361391999996,,1281.745308844,604.9197442389999,953.9362570239998
72,Saturday,17.0,50.0,,1518.250221325946,0.68606699414489,,2831.4775706349997,14.033992472499998,1517.8510517169998,1104.4308425149998,513.333887476,497.81714046799993
73,Friday,7.0,17.0,421.652195066,2884.8811409886343,0.6801605866560853,26.674765116999996,2735.111945456,28.17578764,2881.1160307929995,,603.0165908559999,1048.9717316869999
74,Saturday,0.0,22.0,356.148073475,2522.5267710639955,,,2784.896840417,25.4216077115,2521.423689785,,607.1396400069999,925.7171479089999
75,Saturday,8.0,54.0,359.511220739,2458.6208780363527,0.6788290328711839,23.067544499999997,2793.1737940079997,24.369887541999997,2458.697207967,1264.0115277789998,604.325191917,898.6544526589998
76,Saturday,16.0,19.0,195.34462603499998,1473.3685522650212,0.653866219723264,13.969637681999998,2862.457439256,14.687497824999998,1471.316893046,1108.628883362,548.396800593,505.70076660599995
77,Saturday,17.0,38.0,210.336565329,1499.8019475508372,0.6863470632402638,13.250326088999998,2836.9913765769998,13.992723745,1503.4771952199999,1104.4488044589998,517.2181564289999,497.72160872999996
78,Saturday,7.0,58.0,370.69068581999994,2644.3891355039677,0.6787763437572896,24.661507870999998,2747.3205808129997,26.057374843499996,2645.5625976779997,1282.2899199109997,603.8490979069999,953.306320868
79,Friday,6.0,53.0,420.62296260399995,2891.8392721521673,0.6798712944214481,26.716753062999995,2736.9467794939997,28.217852662999995,2888.6873155139997,1313.2406397109999,,1045.630194058
80,Saturday,8.0,,350.96022347599995,2555.4605254186326,0.6520112995831825,24.773714965999996,2800.205323502,26.055347318,2559.4580241229996,,603.2664832909999,925.6686628889998
81,Saturday,2.0,1.0,344.53757114999996,2483.2080079339153,0.6629339729249302,,2766.743911518,25.0639223835,2479.8149836459997,1268.223499543,,912.0038290029999
82,Saturday,2.0,14.0,350.78997525899996,2506.4649799989525,0.670195974696078,23.658073439,,24.9532017735,2507.0426240859997,,605.4386914239999,916.4444791069999
83,Friday,12.0,52.0,352.56512176999996,2390.298691318558,0.6790153540408416,22.430189782,2799.9403710219995,,2388.5169898589998,1255.9629602519997,604.936027944,877.4107973139999
84,Friday,9.0,41.0,366.7715235,2600.18290932404,,25.121623526999997,2804.7281283329994,26.440558644499998,2597.5031112029997,1282.3627466649998,604.0636065079999,953.2668347639999
85,Friday,18.0,44.0,,2550.82866798987,,23.850926099,,25.190189023999995,2554.753128928,1274.103518688,603.851729779,930.6756439039999
86,Friday,23.0,14.0,363.71719090899995,,0.6788842306761724,23.834349538999994,2770.3004472119997,25.1735629145,2540.0008423789996,1275.2317217639998,605.45185279,935.3906746879999
87,Friday,8.0,2.0,,,0.6407243561501691,25.89214628,2805.7707979859997,27.180267614499996,2608.314204496,1286.1927448369997,605.7927775049999,964.0593083429999
88,Friday,6.0,,422.39786337999993,2875.4455115493997,0.6801516056413379,26.665495857,2736.8652365969997,28.161031898999994,2876.7777128089997,1313.0567399949998,604.1678613369999,1045.077759712
89,Saturday,11.0,36.0,248.66625245499998,1645.7798757594821,0.6792923130596911,15.496451970999999,2898.348727064,16.3710792245,1648.6951440959997,1150.264594479,601.9723294419999,603.927334916
90,Saturday,18.0,41.0,191.48085138099998,1367.5196946718472,0.6859350425555726,11.860590741999998,2833.087856042,,1368.6376563859997,1078.842046282,488.46488762799993,438.53493680099996
91,Saturday,6.0,14.0,371.633263094,2572.957213979174,0.6606970556088064,,2795.608321746,25.894624255499995,2570.0369514819995,1277.383773666,602.49311312,943.9420691389998
92,Saturday,1.0,41.0,354.451806896,2470.436411916272,0.679185713871409,23.229016810999997,2751.183943234,24.5389078935,2469.2257920329994,1268.3537566699997,603.452036285,909.1074709179999
93,,8.0,28.0,361.7289440089999,,0.6474735264910757,25.300334058999997,2805.168165496,,2583.8278285819997,1280.968409721,600.4035501809999,951.6070854089999
94,Saturday,17.0,39.0,209.92349582699998,1508.6109275770227,0.686094139626608,13.296754471,2835.3115481649997,,1507.8970156249998,1104.686591008,517.2607638689999,498.184326732
95,Friday,16.0,52.0,352.16949845,2480.00949121778,,23.431813404999996,2791.8409504369997,,2483.197758041,1265.7905270009999,606.5111120629999,910.1947068699999
96,Saturday,12.0,58.0,233.08521013799998,1630.1331458064474,0.6630093533869931,15.868719866999998,2903.6423925599997,16.729162449999997,1632.7017496789997,1148.968621801,604.5823701439999,603.7974293649999
97,Saturday,9.0,58.0,345.601054056,,0.6796935275935331,22.881203344999996,2829.2404102279997,,2436.449396381,1268.6194030509998,605.5278862079999,878.545478175
98,,0.0,34.0,346.876598243,2521.3207464409184,0.6594192413425055,24.309024739999998,2791.042174276,25.588596533499995,2521.994328854,1275.649252878,601.3386591169999,928.0502372419999
99,Saturday,10.0,57.0,280.675751729,1952.558466915234,,19.277864605999998,,20.268760512,1953.8298079299998,1199.9366529149997,,721.7506947569999
100,,9.0,50.0,373.8347939319999,2605.297362163578,0.675009828009828,24.46886442,2791.732961439,25.830376071499998,2606.452481633,1281.7195260869998,604.3823087549999,954.0642638959999
101,Saturday,12.0,53.0,237.78677263799997,1630.8212450571093,0.6765746149687856,15.548884350999998,2898.383008601,,1634.6344664649998,1148.3454402419998,602.9305174079999,601.849954415
102,Saturday,0.0,47.0,365.927568207,2497.9534654842446,,23.338259945,2724.4166254659995,24.646495373499995,2493.9521536929997,1269.0906988759998,606.3056023779999,915.7601201709999
103,Saturday,0.0,57.0,362.76631782199996,2507.7589857146504,0.6655038589984607,23.858127292999995,2751.5970438289996,25.128534931499996,2505.0890124259995,1272.410421282,604.5216415029998,924.3680196299999
104,Friday,,32.0,372.67581038099996,2611.496684288059,0.6633576086601555,24.889452587999997,2793.7181471829995,26.225385185999997,2609.4601242709996,,604.7879410119999,953.7533980879999
105,Friday,18.0,47.0,364.63114858099993,2559.497176612486,0.6785023420115129,23.934339428999998,2781.0119295439995,25.278972218499998,2556.3408961089995,1275.6231037549999,604.712335875,935.356208599
106,Saturday,9.0,50.0,346.209564126,2428.7411647526446,0.6800041046637101,22.844179357999998,2815.3742291069993,24.1292116065,2426.961157621,,602.709274665,877.7068488119999
107,,,25.0,358.0968643609999,,,,2777.038374534,25.703668990999997,2532.6908056449997,1272.7121146739998,604.4715035389999,931.5133545189999
108,Friday,11.0,12.0,368.50504049599994,2626.067137197523,0.6769517746025813,24.591165598999996,2795.0005468749996,25.976514063499998,2626.5563053729998,1281.7592387599998,604.692379184,954.823615136
109,Saturday,11.0,37.0,250.60364223999997,1644.163718254648,0.6793304346075648,15.514723223999999,2879.8992562,16.391667792499998,1647.0313719859998,,601.3821241219999,603.5096425869999
110,Friday,13.0,39.0,352.286088173,2394.4374714697283,0.6788669499953263,22.457157722999998,2792.2763346829997,23.720981784499998,2392.5104813609996,1256.1785075839998,605.5197438539999,877.453221205
111,Saturday,19.0,4.0,181.386066608,1331.0401766057394,0.6738574948511932,11.659978329999998,2842.2456181549996,12.277232967999998,1330.510455274,1065.6728842759999,484.8998113889999,421.1476639999999
112,,16.0,36.0,351.387618827,2482.898500472926,0.6760239869432068,23.341754435999995,2787.6629258529997,24.642381263499995,2481.7226514079994,1266.133520652,605.2365488099999,909.3983188519999
113,Saturday,10.0,17.0,348.723032979,2371.5362537710625,0.6781002050008116,22.271917667999997,2842.8764108729997,,2370.283442527,1256.0758660449999,603.345270947,871.0229169919999
114,Saturday,9.0,39.0,349.51681921499994,2433.11192023671,,22.769597850999997,2822.6778123209997,24.050974947999997,2430.098324654,1258.7747292119998,605.981574201,888.0360838319999
115,Saturday,,8.0,,2628.5658847351633,0.6638822305079403,24.985984022999997,2767.9036302679997,26.330650345999995,2630.2130344489997,1280.206906979,604.549067535,948.8463259029999
116,Friday,11.0,,370.24400679099995,2598.66039031606,0.6789184432494941,,2768.3691336009997,25.634755146,2595.874287006,1278.4800838809997,604.995042458,941.6303457119999
117,Saturday,4.0,36.0,350.156519576,2452.421198540616,0.6699447891431505,23.261729490999997,2804.7366989679995,24.536712700499997,2448.672300074,1263.1145136609998,604.825712989,903.7533215129998
118,Saturday,9.0,,358.74406415299995,2373.0427533364486,0.678847340492576,22.236854639999997,2790.34893879,23.498569093999997,2376.5282070529997,1253.5086043479998,603.490114177,864.5118030749999
119,Saturday,5.0,45.0,362.783459092,2543.7326595748377,0.6676553524477263,24.144093973999997,2797.7950382739996,25.454930000499996,2545.9081107459997,1271.273299296,605.6598118009999,933.907967872
120,Saturday,17.0,15.0,208.18272312899998,1496.9893805845559,0.6854908755127863,13.328803487999998,2833.365052143,14.073942382499999,1497.4808478629998,1105.556723271,527.358226652,501.3540865689999
121,Saturday,1.0,3.0,350.11825813499996,2509.798157814986,0.6537239964008813,24.299106831999996,,,2509.3659901309998,1272.6015302,603.691827507,924.9642248959999
122,Friday,,32.0,362.24724827099993,2574.323964314688,0.6485669664616203,25.061815778999996,,26.350885561,2573.019668219,1277.0314927369998,604.9198054219999,941.2834832369999
123,Saturday,9.0,56.0,347.174455141,2424.0840755521253,0.6799712507741783,22.819549752999997,2818.5397031249995,24.1022576795,2424.7480096839995,,605.0392416589999,879.189187527
124,,17.0,46.0,340.423427636,2425.6072641947185,0.657781753420781,23.473577126999995,,24.708957773499996,2427.0669763339997,1263.7003038659998,603.4057548559999,893.7056295959999
125,Friday,,,340.682014075,2455.850341733854,0.6580830418337216,23.718981285999998,2800.4501969249995,24.9665120705,2456.040989402,1264.93701334,604.5076837549999,902.1241195259998
126,Saturday,6.0,17.0,369.32686459399997,,0.6599241911108642,24.857685852999996,2805.2690532539996,26.175681031499995,,1277.9718851899997,603.073217227,948.404329881
127,Saturday,3.0,21.0,344.27096472299996,2451.7303144161388,0.6652430694778646,23.459043607999995,,24.724127928499996,2451.8705641429997,,604.6819108729999,904.252679105
128,Friday,9.0,2.0,388.0716517569999,2619.4896535405524,0.6789531308430835,24.436286874999997,2789.0317660909996,25.813009221999998,2616.2410684409997,1282.139623765,607.0353861809999,958.32805501
129,Saturday,15.0,28.0,201.85803481599996,1407.4565145891422,0.6842385331599867,12.901902012999999,2821.2776283329995,13.633842221999998,1406.631544318,1101.9564465909998,547.7664361559999,491.0580929749999
130,Saturday,1.0,16.0,363.87191970699996,2465.37773713846,0.6796110079801541,23.167935790999998,2758.4591214879997,24.473099150499998,,1269.8892256049999,603.6711978029999,910.1326311999999
131,Friday,,56.0,352.7672944739999,2514.8032945532314,0.6618938919288619,,2781.730141736,25.4994064325,2515.875177816,1274.1576507659997,603.32164127,927.3496557839999
132,Friday,6.0,,414.81631877599995,2905.4176508729934,0.6718735100158241,27.179286133999998,2755.1288485519995,28.665128491999997,2903.600895195,1315.2659780259999,604.30456121,1053.368916786
133,Friday,,32.0,353.0763548819999,2690.071701027055,0.6601732131930241,,2808.5067643349994,26.970511567999996,,1285.6888234189998,603.8513626809998,968.2843485519999
134,Friday,21.0,,340.99805335699995,2392.4019239338427,0.6699811956403459,22.831774965999998,2794.6045875499995,24.078808253499997,2393.9997621539997,1259.8257061389997,604.414447884,888.104097262
135,Friday,15.0,2.0,348.876781846,2412.631925627211,0.6790194317006399,22.636434820999998,2798.5832839379996,23.910384998499996,2413.7770887229995,1257.872827211,605.681727351,885.335501317
136,Friday,23.0,34.0,358.13494225299996,2518.551444139799,,,2773.7580550099997,25.135963852999996,2519.5287307189997,1274.267257263,604.3797370629999,927.626117689
137,Friday,19.0,4.0,369.12824251,2581.0245764097,0.6792572931291011,24.185498337,2783.0027471329995,25.539198684999995,2581.6249438979994,1279.1146287919998,604.3857981919999,944.574331252
138,Saturday,,42.0,191.882336233,1369.8994259807375,0.6869336276590392,,2832.4002524009998,12.47922676,1371.614751507,1077.59360709,488.65353186799996,437.44378212799995
139,Saturday,7.0,38.0,375.582575594,2756.506471140332,,26.191822656999996,,27.565468430499998,2753.94284165,1293.6351157729998,599.949432904,987.2171972119999
140,Friday,13.0,42.0,,2406.0841789896394,0.6788532270279851,22.611857267999998,2790.861213016,23.882908048999997,2405.9093648589997,1256.7117552989998,605.65056715,882.3306637669999
141,Saturday,7.0,59.0,373.10773528,,0.6788949639745703,24.630697091,2762.7588470829996,26.0226501535,2633.978270924,1282.4217656249998,605.0091837549999,953.2015153919999
142,Friday,22.0,8.0,356.02891206,2489.200833304109,0.6747003216619788,23.415650258,2787.1579975989994,24.707011328999997,2492.0965409339997,1266.3733842759998,603.700766243,913.0415398239999
143,,,56.0,,2433.912488180997,0.6789317678528677,22.812854064,2782.484350595,24.101497920499995,2435.7976222579996,1261.145871986,604.40685718,890.8540213589998
144,Friday,,26.0,367.14590327999997,2585.9260560408406,0.6747352564773148,24.170648502,2779.9932576689994,25.506933452,,1278.1015317069998,606.1579447299999,942.1501494589999
145,Saturday,1.0,,349.397107153,2513.6687694608704,,24.289602336999994,,25.5433193015,2514.9235441329997,1272.609351013,603.511111982,925.5587762149999
146,Saturday,13.0,48.0,231.325812733,1663.6949046017548,0.6596097924696515,16.146831700999996,2898.4143523509997,,1665.5111372899999,1152.771126507,590.207771332,608.030182644
147,,10.0,11.0,,2617.6983995848286,0.653105829142223,25.282884626999998,2807.197428075,26.597885814499996,,,605.535415729,954.551806148
148,Saturday,19.0,5.0,179.43542318099998,1338.2167848637541,0.6815557790632132,11.584131559,2852.0131139979994,12.212590890499998,1337.2928659089998,1064.5430936139999,481.88248548599995,421.65054212199993
149,Saturday,12.0,8.0,233.13234812899998,1625.6696369899944,,16.265155906999997,,,1625.012793404,1150.93811833,600.3033976219999,605.21885589
150,Saturday,18.0,59.0,184.972079469,1357.9957374894593,0.6834855621502696,11.774213451,2840.9081216669997,12.370176318499999,1359.283096171,1073.3277484929997,485.3190032029999,432.53325059599996
151,Saturday,12.0,42.0,242.24589599599997,1621.012578367713,0.6801198749955482,15.374492132999999,2864.274887292,16.2489662335,1617.654001964,1147.4209326579999,604.263239616,600.349678048
152,Saturday,7.0,35.0,,2776.2532105348973,0.6580406057809621,26.375873523999996,2769.1373002079995,27.752506281499997,2780.164105719,1291.0589341649998,604.6923180009999,989.8304826189999
153,Saturday,8.0,15.0,364.72113974699994,2598.2021053543895,,24.424968567999997,2760.5263395929996,25.786344584,2594.3099802619995,1278.136600741,,942.7282947069999
154,Friday,16.0,39.0,352.28654754699994,2475.520762536454,0.6757909466910541,23.312851562,2787.7513252579997,24.611810223,2478.0150905509995,1265.9628181199998,604.8216107189999,909.1344064829999
155,Saturday,10.0,15.0,347.60356461899994,2381.0102280485407,0.6788115093418635,22.358939602999996,2850.1474266769997,23.621924326,,,602.7113558899999,875.170331019
156,Saturday,2.0,31.0,350.922176677,2474.1525505531736,0.6779739226939462,23.210167980999998,2775.7023464379995,24.5144484585,2471.512744701,1265.1387528779999,605.103337371,907.7258965919999
157,Friday,16.0,58.0,,2444.9224833994676,0.6728674764838787,23.217069875999996,2792.6323796229995,,2445.972337809,1265.2976025689998,,902.6954694489999
158,Saturday,17.0,53.0,212.79894738,,0.686308901857712,13.194879698,2831.554705347,13.929162747499998,,1104.365713451,509.8922273779999,493.77030728099993
159,Friday,22.0,20.0,370.78817541399997,2553.7388843664176,0.6793914206140063,23.839856039999997,2768.4847143059997,25.17753238,2550.5157407729994,1276.350148073,603.468442356,937.3289671729999
160,Friday,23.0,,357.8346671219999,2521.439828524341,0.6735341690776533,23.838753938999997,2775.393072391,25.155184554499996,2520.6113552619995,1274.212270331,604.3856758259999,927.6215871379999
